4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
4	1	0	0	0	4	3	3	3	0	0	4	4	4	0	0	0	4	0	0	0	0	0	0	4	4	0	2	0	4
4	4	4	0	0	4	3	3	3	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4
4	5	5	0	0	4	3	3	3	4	0	0	0	0	L	E	0	4	0	0	0	4	0	0	0	4	4	4	0	4
4	5	5	0	0	4	3	3	3	4	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4
4	0	0	0	0	4	3	3	3	4	0	0	0	4	0	0	0	4	0	0	0	4	0	E	0	4	0	0	0	4
4	0	0	0	4	4	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4
4	0	0	0	4	0	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4
4	0	0	0	4	0	X	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4
4	0	0	0	4	0	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4
4	0	0	0	4	0	0	0	4	4	0	e	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	4	4	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	0	4	0	0	0	4	0	0	0	0	0	E	0	4
4	0	0	0	4	0	E	0	4	3	0	3	4	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	4
4	0	0	0	4	0	0	0	4	3	0	3	4	0	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4
4	0	0	0	4	0	0	0	4	3	0	3	4	0	0	0	4	4	0	0	0	4	4	4	4	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	4	3	3	3	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	P	0	0	0	0	4	3	3	3	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	4	3	3	3	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	4	0	0	0	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	0	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	C	0	0	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	0	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	E	0	4	0	0	0	4	4	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	0	4
4	0	E	0	4	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	0	4
4	0	0	0	4	0	0	0	0	0	e	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	0	4
4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	4
4	0	0	0	4	0	0	0	4	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	0	4
4	0	0	0	4	0	0	0	4	5	5	5	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	0	4
4	0	0	0	4	0	0	0	4	5	5	5	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	0	4
4	0	0	0	4	0	0	0	4	5	5	5	4	0	0	0	4	L	0	0	4	0	0	0	4	0	0	0	0	4
4	0	0	0	4	3	3	3	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	0	4	0	0	e	0	4
4	0	0	0	4	3	3	3	4	0	0	0	0	0	0	0	4	5	5	5	4	0	0	0	4	0	0	0	0	4
4	X	0	0	4	3	3	3	4	C	0	0	0	0	0	0	4	5	5	5	4	0	0	0	0	0	0	0	0	4
4	0	0	0	4	3	3	3	4	0	0	0	0	0	0	0	4	5	5	5	4	0	0	0	0	0	0	0	0	4
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
